Prompt-path	Eval-path	SIM-o
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003094-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003094-00000044.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003102-00000089.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003102-00000076.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003102-00000089.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003102-00000038.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003152-00000081.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003152-00000039.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003152-00000081.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003152-00000108.wav	0.68
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003217-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003217-00000065.wav	0.86
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003217-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003217-00000016.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003220-00000024.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003220-00000046.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003220-00000024.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003220-00000036.wav	0.87
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003229-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003229-00000051.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003229-00000009.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003229-00000056.wav	0.81
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003241-00000091.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003241-00000061.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003241-00000091.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003241-00000053.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003244-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003244-00000021.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003244-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003244-00000038.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003252-00000049.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003252-00000007.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003252-00000049.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003252-00000021.wav	0.64
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003253-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003253-00000011.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003253-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003253-00000019.wav	0.85
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003257-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003257-00000033.wav	0.59
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003257-00000017.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003257-00000044.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003259-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003259-00000005.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003259-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003259-00000009.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003277-00000021.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003277-00000067.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003277-00000021.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003277-00000005.wav	0.68
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003331-00000032.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003331-00000016.wav	0.77
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003331-00000032.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003331-00000019.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003502-00000041.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003502-00000044.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003502-00000041.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003502-00000006.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003517-00000101.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003517-00000017.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003517-00000101.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003517-00000050.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003602-00000052.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003602-00000063.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003602-00000052.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003602-00000097.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003609-00000027.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003609-00000011.wav	0.68
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003609-00000027.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003609-00000095.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003610-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003610-00000079.wav	0.83
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003610-00000015.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003610-00000019.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003611-00000021.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003611-00000071.wav	0.85
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003611-00000021.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003611-00000101.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003613-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003613-00000062.wav	0.57
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003613-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003613-00000039.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003614-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003614-00000062.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003614-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003614-00000104.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003615-00000014.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003615-00000044.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003615-00000014.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003615-00000019.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003617-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003617-00000068.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003617-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003617-00000021.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003618-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003618-00000006.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003618-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003618-00000048.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003619-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003619-00000074.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003619-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003619-00000015.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003646-00000001.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003646-00000097.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003646-00000001.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003646-00000009.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003649-00000107.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003649-00000068.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003649-00000107.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003649-00000081.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003656-00000018.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003656-00000020.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003656-00000018.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003656-00000056.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003658-00000034.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003658-00000110.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003658-00000034.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003658-00000060.wav	0.78
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003660-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003660-00000006.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003660-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003660-00000091.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003661-00000007.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003661-00000098.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003661-00000007.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003661-00000039.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003663-00000059.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003663-00000019.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003663-00000059.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003663-00000039.wav	0.62
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003665-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003665-00000103.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003665-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003665-00000048.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003667-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003667-00000039.wav	0.86
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10003667-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10003667-00000089.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004109-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004109-00000102.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004109-00000011.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004109-00000038.wav	0.81
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004126-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004126-00000109.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004126-00000002.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004126-00000019.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004143-00000078.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004143-00000056.wav	0.75
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004143-00000078.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004143-00000109.wav	0.62
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004152-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004152-00000044.wav	0.79
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004152-00000092.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004152-00000007.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004328-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004328-00000104.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004328-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004328-00000039.wav	0.58
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004345-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004345-00000020.wav	0.60
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004345-00000040.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004345-00000007.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004360-00000078.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004360-00000035.wav	0.54
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004360-00000078.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004360-00000048.wav	0.67
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004383-00000096.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004383-00000009.wav	0.82
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004383-00000096.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004383-00000079.wav	0.74
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004392-00000076.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004392-00000077.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004392-00000076.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004392-00000040.wav	0.66
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004412-00000053.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004412-00000001.wav	0.61
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004412-00000053.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004412-00000016.wav	0.61
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004413-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004413-00000005.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004413-00000035.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004413-00000011.wav	0.72
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004414-00000058.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004414-00000049.wav	0.53
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004414-00000058.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004414-00000047.wav	0.68
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004422-00000084.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004422-00000045.wav	0.80
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004422-00000084.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004422-00000060.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004423-00000096.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004423-00000048.wav	0.84
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004423-00000096.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004423-00000021.wav	0.85
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004424-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004424-00000092.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004424-00000012.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004424-00000005.wav	0.70
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004471-00000062.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004471-00000044.wav	0.81
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004471-00000062.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004471-00000053.wav	0.06
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004481-00000107.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004481-00000061.wav	0.69
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/10004481-00000107.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/10004481-00000009.wav	0.73
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/00103215-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/00103215-00000216.wav	0.64
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/00103215-00000044.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/00103215-00000021.wav	0.71
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/00103467-00000038.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/00103467-00000009.wav	0.76
chinese	/opt/gpfs/users/yinfeng/work/tts_eval/tts_eval_datasets/audio/seedtts_zh/00103467-00000038.wav	/opt/gpfs/users/shuai/work/block-conversion-b2/OmniVoice/results_b2_sweep/steps32/seedtts_zh/00103467-00000124.wav	0.78
